Comment ID,Website,Category,Is Article,Comment Title,Comment Text,User ID,Parent ID,Parent Title,Parent Text,Parent User ID,Comment Time,Segmented Text
64644897,MIT,Military,False," Re: 你们对美国医疗的认识错得离谱
",这是对头的，【 在 testtest01 (zz) 的大作中提到: 】: high deductible，has HSA.: no deductible，has FSA.: Usually we have 3 plans you can choose from.--,EGCG,64644133,,,0, 2022年06月01日03:59:58,"  Re :   你们 对 美国 医疗 的 认识 错得 离谱 
 这是 对头 的 ， 【   在   testtest01   ( zz )   的 大作 中 提到 :   】 :   high   deductible ， has   HSA . :   no   deductible ， has   FSA . :   Usually   we   have   3   plans   you   can   choose   from .--"
64644895,MIT,Military,False," Re: 台巴现在是不是特别羡慕大陆的清零政策？
",  看到黨 甩鍋給了 居委會台灣很慶幸還好不是黨 的領域【 在 XieHuang1 (pangxie) 的大作中提到: 】: 死了这么多，台巴都吓死了--小時侯鄉愁是一片薄薄的糯紙我在上頭蛋糕在下頭長大後鄉愁是一碗滿滿的米飯我在後頭控肉在前頭後來啊鄉愁是一張瘦瘦的照片我在裡頭天后在外頭而現在鄉愁是一塊厚厚的烤饃我在這頭羊肉在那頭,phlin,64644795,,,0, 2022年06月01日03:59:52,"  Re :   台巴 现在 是不是 特别 羡慕 大陆 的 清零 政策 ？ 
     看到 黨   甩鍋給 了   居委 會 台灣 很慶幸 還好 不是 黨   的 領域 【   在   XieHuang1   ( pangxie )   的 大作 中 提到 :   】 :   死 了 这么 多 ， 台巴 都 吓死 了 -- 小時 侯鄉 愁 是 一片 薄薄的 糯紙 我 在 上頭 蛋糕 在 下頭長 大後鄉 愁 是 一碗 滿滿 的 米 飯 我 在後頭 控肉 在 前 頭後來 啊 鄉愁 是 一張 瘦瘦的 照片 我 在 裡頭 天后 在外 頭而現 在 鄉愁 是 一塊 厚厚的 烤 饃 我 在 這頭 羊肉 在 那頭"
64644893,MIT,Military,False," Re: 你们对美国医疗的认识错得离谱
",人生在米国长在米国，觉得医疗不好就得滚蛋，你这是什么强盗逻辑啊？【 在 testtest01 (zz) 的大作中提到: 】: 觉得美国不好，可以去加拿大啊。: 还可以回中国。加油。: 没人拦着你。他们选择在这里，显然不傻。--,loom,64644133,,,0, 2022年06月01日03:59:34,"  Re :   你们 对 美国 医疗 的 认识 错得 离谱 
 人生 在 米 国长 在 米国 ， 觉得 医疗 不好 就 得 滚蛋 ， 你 这 是 什么 强盗 逻辑 啊 ？ 【   在   testtest01   ( zz )   的 大作 中 提到 :   】 :   觉得 美国 不好 ， 可以 去 加拿大 啊 。 :   还 可以 回 中国 。 加油 。 :   没人拦 着 你 。 他们 选择 在 这里 ， 显然 不 傻 。 --"
64644891,MIT,Military,False," Re: 你们对美国医疗的认识错得离谱
",你这话说得连点基本逻辑都没有。他们留这，不可以因为别的原因？比如美国工资高？留美国就意味着美国样样好？那尼玛华人complain个屁BLM，觉得BLM不好离开美国，complain个屁LGBTQ，觉得LGBTQ不好就离开美国…….【 在 testtest01 (zz) 的大作中提到: 】: 觉得美国不好，可以去加拿大啊。: 还可以回中国。加油。: 没人拦着你。他们选择在这里，显然不傻。--,EGCG,64644133,,,0, 2022年06月01日03:59:19,"  Re :   你们 对 美国 医疗 的 认识 错得 离谱 
 你 这话 说 得 连点 基本 逻辑 都 没有 。 他们 留 这 ， 不 可以 因为 别的 原因 ？ 比如 美国 工资 高 ？ 留 美国 就 意味着 美国 样样 好 ？ 那 尼玛 华人 complain 个 屁 BLM ， 觉得 BLM 不好 离开 美国 ， complain 个 屁 LGBTQ ， 觉得 LGBTQ 不好 就 离开 美国 … … . 【   在   testtest01   ( zz )   的 大作 中 提到 :   】 :   觉得 美国 不好 ， 可以 去 加拿大 啊 。 :   还 可以 回 中国 。 加油 。 :   没人拦 着 你 。 他们 选择 在 这里 ， 显然 不 傻 。 --"
64644889,MIT,Military,True," 半管宣了：003将于6月3号下水
",冲上热搜了。--,newbeing,0,,,0, 2022年06月01日03:59:15,"  半管 宣了 ： 003 将 于 6 月 3 号 下水 
 冲上 热 搜 了 。 --"
64644887,MIT,Military,False," Re: 你们对美国医疗的认识错得离谱
",high deductible，has HSA.no deductible，has FSA.Usually we have 3 plans you can choose from.【 在 EGCG () 的大作中提到: 】: HSA只适用于high deductible，这是法律规定。--※ 修改:·testtest01 於 Jun  1 03:59:32 2022 修改本文·[FROM: 73.],testtest01,64644133,,,0, 2022年06月01日03:58:37,"  Re :   你们 对 美国 医疗 的 认识 错得 离谱 
 high   deductible ， has   HSA . no   deductible ， has   FSA . Usually   we   have   3   plans   you   can   choose   from . 【   在   EGCG   ( )   的 大作 中 提到 :   】 :   HSA 只 适用 于 high   deductible ， 这是 法律 规定 。 -- ※   修改 : · testtest01   於   Jun     1   03 : 59 : 32   2022   修改 本文 · [ FROM :   73 . ]"
64644885,MIT,Military,False," Re: 北京市政府一女科员阳性，17位局级以上领导隔离
",那肯定是 居委會自行隔離的跟黨 無關【 在 mobster789 () 的大作中提到: 】: 5月31日，一名北京市政府女科员被检验出阳性，经追踪密切接触人群，已经将超过17: 位局级领导隔离至方舱。--小時侯鄉愁是一片薄薄的糯紙我在上頭蛋糕在下頭長大後鄉愁是一碗滿滿的米飯我在後頭控肉在前頭後來啊鄉愁是一張瘦瘦的照片我在裡頭天后在外頭而現在鄉愁是一塊厚厚的烤饃我在這頭羊肉在那頭,phlin,64643877,,,0, 2022年06月01日03:58:29,"  Re :   北京市政府 一女 科员 阳性 ， 17 位 局级 以上 领导 隔离 
 那 肯定 是   居委 會 自行 隔離 的 跟 黨   無關 【   在   mobster789   ( )   的 大作 中 提到 :   】 :   5 月 31 日 ， 一名 北京市政府 女 科员 被 检验 出 阳性 ， 经 追踪 密切接触 人群 ， 已经 将 超过 17 :   位 局级 领导 隔离 至 方舱 。 -- 小時 侯鄉 愁 是 一片 薄薄的 糯紙 我 在 上頭 蛋糕 在 下頭長 大後鄉 愁 是 一碗 滿滿 的 米 飯 我 在後頭 控肉 在 前 頭後來 啊 鄉愁 是 一張 瘦瘦的 照片 我 在 裡頭 天后 在外 頭而現 在 鄉愁 是 一塊 厚厚的 烤 饃 我 在 這頭 羊肉 在 那頭"
64644883,MIT,Military,False," Re: 台湾昨天死了多少
",黨 那個 甩鍋給  居委會的操作太神奇了台灣這邊很難超越【 在 SidRat (I am Sid .) 的大作中提到: 】: 台畜上个月的嚣张劲不见了哈！: 说嘴就打嘴，台畜如丧考妣！哈哈--小時侯鄉愁是一片薄薄的糯紙我在上頭蛋糕在下頭長大後鄉愁是一碗滿滿的米飯我在後頭控肉在前頭後來啊鄉愁是一張瘦瘦的照片我在裡頭天后在外頭而現在鄉愁是一塊厚厚的烤饃我在這頭羊肉在那頭,phlin,64643803,,,0, 2022年06月01日03:58:00,"  Re :   台湾 昨天 死 了 多少 
 黨   那個   甩鍋給     居委 會 的 操作 太 神奇 了 台灣 這邊 很 難 超越 【   在   SidRat   ( I   am   Sid   . )   的 大作 中 提到 :   】 :   台畜 上个月 的 嚣张 劲 不见 了 哈 ！ :   说 嘴 就 打 嘴 ， 台畜 如丧考妣 ！ 哈哈 -- 小時 侯鄉 愁 是 一片 薄薄的 糯紙 我 在 上頭 蛋糕 在 下頭長 大後鄉 愁 是 一碗 滿滿 的 米 飯 我 在後頭 控肉 在 前 頭後來 啊 鄉愁 是 一張 瘦瘦的 照片 我 在 裡頭 天后 在外 頭而現 在 鄉愁 是 一塊 厚厚的 烤 饃 我 在 這頭 羊肉 在 那頭"
64644881,MIT,Military,False," Re: 北京市政府一女科员阳性，17位局级以上领导隔离
",就是一个假新闻， 有啥好谈的。。。--,FordCEO,64643877,,,0, 2022年06月01日03:56:53,"  Re :   北京市政府 一女 科员 阳性 ， 17 位 局级 以上 领导 隔离 
 就是 一个 假新闻 ，   有 啥 好 谈 的 。 。 。 --"
64644879,MIT,Military,False," Re: 台湾昨天死了多少
",應該還是會回台灣畢竟在台灣他們走的時候 可以帶走自己的八瓣格桑花【 在 I23 (嘿嘿) 的大作中提到: 】: 走了，都走了，走在儿童节前: 天堂没有菜阴闻，天堂没有苏真娼，天堂没有陈时钟: 孩子们下辈子不愿再做呆蛙郎: 太可怜了--小時侯鄉愁是一片薄薄的糯紙我在上頭蛋糕在下頭長大後鄉愁是一碗滿滿的米飯我在後頭控肉在前頭後來啊鄉愁是一張瘦瘦的照片我在裡頭天后在外頭而現在鄉愁是一塊厚厚的烤饃我在這頭羊肉在那頭,phlin,64643803,,,0, 2022年06月01日03:56:44,"  Re :   台湾 昨天 死 了 多少 
 應該 還是 會 回台灣 畢竟 在 台灣 他們 走 的 時候   可以 帶 走 自己 的 八瓣 格桑花 【   在   I23   ( 嘿嘿 )   的 大作 中 提到 :   】 :   走 了 ， 都 走 了 ， 走 在 儿童节 前 :   天堂 没有 菜 阴闻 ， 天堂 没有 苏真娼 ， 天堂 没有 陈 时钟 :   孩子 们 下辈子 不愿 再 做 呆 蛙 郎 :   太 可怜 了 -- 小時 侯鄉 愁 是 一片 薄薄的 糯紙 我 在 上頭 蛋糕 在 下頭長 大後鄉 愁 是 一碗 滿滿 的 米 飯 我 在後頭 控肉 在 前 頭後來 啊 鄉愁 是 一張 瘦瘦的 照片 我 在 裡頭 天后 在外 頭而現 在 鄉愁 是 一塊 厚厚的 烤 饃 我 在 這頭 羊肉 在 那頭"
64644877,MIT,Military,False," Re: 你们对美国医疗的认识错得离谱
",觉得美国不好，可以去加拿大。还可以回中国。他们选择在这里，显然不傻。【 在 EGCG () 的大作中提到: 】: 什么叫有工作？: 小公司工作的算不算有工作？: 我最近碰到一个护士同事，我和她聊天，她说她是NP，weekday在NH工作，雇主是一个: 医生，weekend在医院兼职。我说为啥干这么辛苦，她说医生那里的工作保险很差，自: 己要花很多钱买保险，在医院兼职就能买到便宜保险。: 感情这样的人在你眼里就不算有工作？--※ 修改:·testtest01 於 Jun  1 03:59:03 2022 修改本文·[FROM: 73.],testtest01,64644133,,,0, 2022年06月01日03:56:14,"  Re :   你们 对 美国 医疗 的 认识 错得 离谱 
 觉得 美国 不好 ， 可以 去 加拿大 。 还 可以 回 中国 。 他们 选择 在 这里 ， 显然 不 傻 。 【   在   EGCG   ( )   的 大作 中 提到 :   】 :   什么 叫 有 工作 ？ :   小 公司 工作 的 算不算 有 工作 ？ :   我 最近 碰到 一个 护士 同事 ， 我 和 她 聊天 ， 她 说 她 是 NP ， weekday 在 NH 工作 ， 雇主 是 一个 :   医生 ， weekend 在 医院 兼职 。 我 说 为啥 干 这么 辛苦 ， 她 说 医生 那里 的 工作 保险 很差 ， 自 :   己 要 花 很多 钱 买 保险 ， 在 医院 兼职 就 能 买 到 便宜 保险 。 :   感情 这样 的 人 在 你 眼里 就 不算 有 工作 ？ -- ※   修改 : · testtest01   於   Jun     1   03 : 59 : 03   2022   修改 本文 · [ FROM :   73 . ]"
64644875,MIT,Military,False," Re: 台湾昨天死了多少
",高金素梅藍營捨不得花錢買智庫  是個大問題啊老用 黨 買的 AI 不是辦法【 在 I23 (嘿嘿) 的大作中提到: 】: --小時侯鄉愁是一片薄薄的糯紙我在上頭蛋糕在下頭長大後鄉愁是一碗滿滿的米飯我在後頭控肉在前頭後來啊鄉愁是一張瘦瘦的照片我在裡頭天后在外頭而現在鄉愁是一塊厚厚的烤饃我在這頭羊肉在那頭,phlin,64643803,,,0, 2022年06月01日03:55:46,"  Re :   台湾 昨天 死 了 多少 
 高金素梅 藍營 捨 不得 花錢 買智庫     是 個 大 問題 啊 老用   黨   買 的   AI   不是 辦法 【   在   I23   ( 嘿嘿 )   的 大作 中 提到 :   】 :   -- 小時 侯鄉 愁 是 一片 薄薄的 糯紙 我 在 上頭 蛋糕 在 下頭長 大後鄉 愁 是 一碗 滿滿 的 米 飯 我 在後頭 控肉 在 前 頭後來 啊 鄉愁 是 一張 瘦瘦的 照片 我 在 裡頭 天后 在外 頭而現 在 鄉愁 是 一塊 厚厚的 烤 饃 我 在 這頭 羊肉 在 那頭"
64644873,MIT,Military,False," Re: 安225被中国拆了，运回来研究了？
",【 在 verdelite (石头) 的大作中提到: 】: 这事我觉得未知真假！: 真的论据有：好几个星期前我在抖音上就看到有视频说中国成立了一个公司，注册资金: 几亿（7或者8）去拆解、运回这个飞机。: 假的论据有：这是我的感觉，美国不会坐视这事发生。: 你的论据不成立，战火纷飞主要是在乌东，基辅基本没有战火，导弹袭击极少发生。: <br>: 假新闻吧，乌克兰现在打得水深火热，还有人跑去拆那堆废铁运给中国？: 有这运: 力运点: <br>: 武器不实在点？: <br>即便老美准你收这堆废铜烂铁，海上已经被大毛封锁了，也没有空运吧，铁路运去波兰？匈牙利？这不得象当年瓦良格过博斯普鲁斯海峡一样被土耳其卡着脖子玩儿啊，再说这还是正式敌对时期，就算准运，民间来一个消息，中国又来偷技术发展军工了，那些占位乌克兰的怕铁路都给你堵喽。--,zywin131,64642415,,,0, 2022年06月01日03:55:33,"  Re :   安 225 被 中国 拆 了 ， 运回来 研究 了 ？ 
 【   在   verdelite   ( 石头 )   的 大作 中 提到 :   】 :   这事 我 觉得 未知 真假 ！ :   真的 论据 有 ： 好几个 星期 前 我 在 抖 音上 就 看到 有 视频 说 中国 成立 了 一个 公司 ， 注册资金 :   几亿 （ 7 或者 8 ） 去 拆解 、 运回 这个 飞机 。 :   假 的 论据 有 ： 这 是 我 的 感觉 ， 美国 不会 坐视 这 事 发生 。 :   你 的 论据 不 成立 ， 战火纷飞 主要 是 在 乌东 ， 基辅 基本 没有 战火 ， 导弹 袭击 极少 发生 。 :   < br > :   假新闻 吧 ， 乌克兰 现在 打 得 水深火热 ， 还有 人 跑 去 拆 那 堆 废铁 运给 中国 ？ :   有 这运 :   力运点 :   < br > :   武器 不 实在 点 ？ :   < br > 即便 老美准 你 收 这堆 废铜烂铁 ， 海上 已经 被 大毛 封锁 了 ， 也 没有 空运 吧 ， 铁路 运去 波兰 ？ 匈牙利 ？ 这 不得 象 当年 瓦良格 过 博斯普鲁斯海峡 一样 被 土耳其 卡着 脖子 玩儿 啊 ， 再说 这 还是 正式 敌对 时期 ， 就算 准运 ， 民间 来 一个 消息 ， 中国 又 来 偷 技术 发展 军工 了 ， 那些 占位 乌克兰 的 怕 铁路 都 给 你 堵 喽 。 --"
64644871,MIT,Military,False," Re: 台湾昨天死了多少
",聯合報跟中國時報的網路投票AI 會信的【 在 I23 (嘿嘿) 的大作中提到: 】: --小時侯鄉愁是一片薄薄的糯紙我在上頭蛋糕在下頭長大後鄉愁是一碗滿滿的米飯我在後頭控肉在前頭後來啊鄉愁是一張瘦瘦的照片我在裡頭天后在外頭而現在鄉愁是一塊厚厚的烤饃我在這頭羊肉在那頭,phlin,64643803,,,0, 2022年06月01日03:54:44,"  Re :   台湾 昨天 死 了 多少 
 聯合報 跟 中國 時報 的 網路 投票 AI   會信 的 【   在   I23   ( 嘿嘿 )   的 大作 中 提到 :   】 :   -- 小時 侯鄉 愁 是 一片 薄薄的 糯紙 我 在 上頭 蛋糕 在 下頭長 大後鄉 愁 是 一碗 滿滿 的 米 飯 我 在後頭 控肉 在 前 頭後來 啊 鄉愁 是 一張 瘦瘦的 照片 我 在 裡頭 天后 在外 頭而現 在 鄉愁 是 一塊 厚厚的 烤 饃 我 在 這頭 羊肉 在 那頭"
64644869,MIT,Military,False," Re: 你们对美国医疗的认识错得离谱
","HSA只适用于high deductible，这是法律规定。【 在 testtest01 (zz) 的大作中提到: 】: 很多公司会给你好几个plan自己选。有high deductible, 也有没deductible的。--",EGCG,64644133,,,0, 2022年06月01日03:54:23,"  Re :   你们 对 美国 医疗 的 认识 错得 离谱 
 HSA 只 适用 于 high   deductible ， 这是 法律 规定 。 【   在   testtest01   ( zz )   的 大作 中 提到 :   】 :   很多 公司 会 给 你 好几个 plan 自己 选 。 有 high   deductible ,   也 有 没 deductible 的 。 --"
