Comment ID,Website,Category,Is Article,Comment Title,Comment Text,User ID,Parent ID,Parent Title,Parent Text,Parent User ID,Comment Time,Segmented Text
93399182,HR,Chats,True,五大湖邮轮这么贵票还抢光了,"
因为疫情停航两年后，大湖区和多伦多-芝加哥重新恢复经营了。

（图源：BlogTO）
与其他五大湖游轮套餐类似，Vantage Travel公司提供从多伦多到芝加哥的14天豪华游轮。
邮轮套餐的一些好处包括游览Lake Huron、密歇根湖、摇滚城市Cleveland和""汽车城""底特律。

游轮从多伦多出发，前往尼亚加拉大瀑布，参观当地的葡萄酒厂，品尝葡萄酒，并沉浸在瀑布的壮观景色中。

接下来的几天将在Cleveland和底特律观光，在那里你可以开始参观福特红旗厂和摇滚名人堂。

接下来是Georgian Bay和Manitoulin Island，这是世界上最大的淡水岛，也是Ojibwe部落的家园。
还可以游览Sault Ste. Marie和Mackinac Island，那里禁止机动车行驶已有100多年。

游轮的最后是美国密尔沃基和芝加哥。




这个游轮套餐的价格是相当高的。价格从8699元起，折合每天约621元。

尽管如此，今年海洋探险家号上的所有旅游日期都已售罄。如果想体验，可以预定2023年的行程，目前还有两个日期有位置",449725,93399182,五大湖邮轮这么贵票还抢光了,,,2022-06-01 07:18,"五大湖 邮轮 这么 贵票 还 抢光 了 
 因为 疫情 停航 两年 后 ， 大 湖区 和 多伦多 - 芝加哥 重新 恢复 经营 了 。 
 
 （ 图源 ： BlogTO ） 
 与 其他 五大湖 游轮 套餐 类似 ， Vantage   Travel 公司 提供 从 多伦多 到 芝加哥 的 14 天 豪华 游轮 。 
 邮轮 套餐 的 一些 好处 包括 游览 Lake   Huron 、 密歇根湖 、 摇滚 城市 Cleveland 和 "" 汽车城 "" 底特律 。 
 
 游轮 从 多伦多 出发 ， 前往 尼亚加拉大瀑布 ， 参观 当地 的 葡萄酒厂 ， 品尝 葡萄酒 ， 并 沉浸 在 瀑布 的 壮观 景色 中 。 
 
 接下来 的 几天 将 在 Cleveland 和 底特律 观光 ， 在 那里 你 可以 开始 参观 福特 红旗 厂 和 摇滚 名人堂 。 
 
 接下来 是 Georgian   Bay 和 Manitoulin   Island ， 这是 世界 上 最大 的 淡水 岛 ， 也 是 Ojibwe 部落 的 家园 。 
 还 可以 游览 Sault   Ste .   Marie 和 Mackinac   Island ， 那里 禁止 机动车行驶 已有 100 多年 。 
 
 游轮 的 最后 是 美国 密尔沃基 和 芝加哥 。 
 
 
 
 
 这个 游轮 套餐 的 价格 是 相当 高 的 。 价格 从 8699 元起 ， 折合 每天 约 621 元 。 
 
 尽管如此 ， 今年 海洋 探险家 号 上 的 所有 旅游 日期 都 已 售罄 。 如果 想 体验 ， 可以 预定 2023 年 的 行程 ， 目前 还有 两个 日期 有 位置"
93399231,HR,Chats,False,五大湖邮轮这么贵票还抢光了,"有的还包括蒙特利尔和千岛湖。还好几家公司
https://greatlakescruising.com/ships/",449725,93399182,五大湖邮轮这么贵票还抢光了,"
因为疫情停航两年后，大湖区和多伦多-芝加哥重新恢复经营了。

（图源：BlogTO）
与其他五大湖游轮套餐类似，Vantage Travel公司提供从多伦多到芝加哥的14天豪华游轮。
邮轮套餐的一些好处包括游览Lake Huron、密歇根湖、摇滚城市Cleveland和""汽车城""底特律。

游轮从多伦多出发，前往尼亚加拉大瀑布，参观当地的葡萄酒厂，品尝葡萄酒，并沉浸在瀑布的壮观景色中。

接下来的几天将在Cleveland和底特律观光，在那里你可以开始参观福特红旗厂和摇滚名人堂。

接下来是Georgian Bay和Manitoulin Island，这是世界上最大的淡水岛，也是Ojibwe部落的家园。
还可以游览Sault Ste. Marie和Mackinac Island，那里禁止机动车行驶已有100多年。

游轮的最后是美国密尔沃基和芝加哥。




这个游轮套餐的价格是相当高的。价格从8699元起，折合每天约621元。

尽管如此，今年海洋探险家号上的所有旅游日期都已售罄。如果想体验，可以预定2023年的行程，目前还有两个日期有位置",449725,2022-06-01 07:29,"五大湖 邮轮 这么 贵票 还 抢光 了 有 的 还 包括 蒙特利尔 和 千岛湖 。 还 好几家 公司 
 https : / / greatlakescruising . com / ships /"
93399249,HR,Chats,False,五大湖邮轮这么贵票还抢光了,"这船看起来又老又破，能不能经的起Lake Michigan上的风浪？
而且这些景点都是徒有虚名，没啥意思……",460791,93399182,五大湖邮轮这么贵票还抢光了,"
因为疫情停航两年后，大湖区和多伦多-芝加哥重新恢复经营了。

（图源：BlogTO）
与其他五大湖游轮套餐类似，Vantage Travel公司提供从多伦多到芝加哥的14天豪华游轮。
邮轮套餐的一些好处包括游览Lake Huron、密歇根湖、摇滚城市Cleveland和""汽车城""底特律。

游轮从多伦多出发，前往尼亚加拉大瀑布，参观当地的葡萄酒厂，品尝葡萄酒，并沉浸在瀑布的壮观景色中。

接下来的几天将在Cleveland和底特律观光，在那里你可以开始参观福特红旗厂和摇滚名人堂。

接下来是Georgian Bay和Manitoulin Island，这是世界上最大的淡水岛，也是Ojibwe部落的家园。
还可以游览Sault Ste. Marie和Mackinac Island，那里禁止机动车行驶已有100多年。

游轮的最后是美国密尔沃基和芝加哥。




这个游轮套餐的价格是相当高的。价格从8699元起，折合每天约621元。

尽管如此，今年海洋探险家号上的所有旅游日期都已售罄。如果想体验，可以预定2023年的行程，目前还有两个日期有位置",449725,2022-06-01 07:34,"五大湖 邮轮 这么 贵票 还 抢光 了 这船 看起来 又 老 又 破 ， 能 不能 经 的 起 Lake   Michigan 上 的 风浪 ？ 
 而且 这些 景点 都 是 徒有虚名 ， 没 啥意思 … …"
93399260,HR,Chats,False,五大湖邮轮这么贵票还抢光了,整个五大湖地区，也就是Pickture Rock 那里值得去。可惜他们竟然不去Lake Superior！How come！？,460791,93399182,五大湖邮轮这么贵票还抢光了,"
因为疫情停航两年后，大湖区和多伦多-芝加哥重新恢复经营了。

（图源：BlogTO）
与其他五大湖游轮套餐类似，Vantage Travel公司提供从多伦多到芝加哥的14天豪华游轮。
邮轮套餐的一些好处包括游览Lake Huron、密歇根湖、摇滚城市Cleveland和""汽车城""底特律。

游轮从多伦多出发，前往尼亚加拉大瀑布，参观当地的葡萄酒厂，品尝葡萄酒，并沉浸在瀑布的壮观景色中。

接下来的几天将在Cleveland和底特律观光，在那里你可以开始参观福特红旗厂和摇滚名人堂。

接下来是Georgian Bay和Manitoulin Island，这是世界上最大的淡水岛，也是Ojibwe部落的家园。
还可以游览Sault Ste. Marie和Mackinac Island，那里禁止机动车行驶已有100多年。

游轮的最后是美国密尔沃基和芝加哥。




这个游轮套餐的价格是相当高的。价格从8699元起，折合每天约621元。

尽管如此，今年海洋探险家号上的所有旅游日期都已售罄。如果想体验，可以预定2023年的行程，目前还有两个日期有位置",449725,2022-06-01 07:36,五大湖 邮轮 这么 贵票 还 抢光 了 整个 五 大湖地区 ， 也 就是 Pickture   Rock   那里 值得 去 。 可惜 他们 竟然 不去 Lake   Superior ！ How   come ！ ？
93399149,HR,Chats,True,这不是拍电影，也不是Saturday Night Live,"
https://twitter.com/potus/status/1531843043678208000?s=21&t=Q9beRBy3zJEGH-qGpyvi5w


It was great to meet with you, @bts_bighit. Thanks for all you’re doing to raise awareness around the rise in anti-Asian hate crimes and discrimination.

I look forward to sharing more of our conversation soon. pic.twitter.com/LnczTpT2aL
— President Biden (@POTUS) June 1, 2022",401928,93399149,这不是拍电影，也不是Saturday Night Live,,,2022-06-01 07:07,"这 不是 拍电影 ， 也 不是 Saturday   Night   Live 
 https : / / twitter . com / potus / status / 1531843043678208000 ? s = 21 & t = Q9beRBy3zJEGH - qGpyvi5w 
 
 
 It   was   great   to   meet   with   you ,   @ bts _ bighit .   Thanks   for   all   you ’ re   doing   to   raise   awareness   around   the   rise   in   anti - Asian   hate   crimes   and   discrimination . 
 
 I   look   forward   to   sharing   more   of   our   conversation   soon .   pic . twitter . com / LnczTpT2aL 
 —   President   Biden   ( @ POTUS )   June   1 ,   2022"
93399153,HR,Chats,False,这不是拍电影，也不是Saturday Night Live,这几个是韩裔美国人么？否则我不理解白宫接见的意义,281075,93399149,这不是拍电影，也不是Saturday Night Live,"
https://twitter.com/potus/status/1531843043678208000?s=21&t=Q9beRBy3zJEGH-qGpyvi5w


It was great to meet with you, @bts_bighit. Thanks for all you’re doing to raise awareness around the rise in anti-Asian hate crimes and discrimination.

I look forward to sharing more of our conversation soon. pic.twitter.com/LnczTpT2aL
— President Biden (@POTUS) June 1, 2022",401928,2022-06-01 07:08,这 不是 拍电影 ， 也 不是 Saturday   Night   Live 这 几个 是 韩裔 美国 人 么 ？ 否则 我 不 理解 白宫 接见 的 意义
93399176,HR,Chats,False,这不是拍电影，也不是Saturday Night Live,"这几个是韩裔美国人么？否则我不理解白宫接见的意义

Clairen 发表于 2022-06-01 07:08
美国是移民国家，他们是全球著名的k-pop 乐队，在美国年轻人里的接受度高，做为名人给这种社会现象发声，没问题",401928,93399149,这不是拍电影，也不是Saturday Night Live,"
https://twitter.com/potus/status/1531843043678208000?s=21&t=Q9beRBy3zJEGH-qGpyvi5w


It was great to meet with you, @bts_bighit. Thanks for all you’re doing to raise awareness around the rise in anti-Asian hate crimes and discrimination.

I look forward to sharing more of our conversation soon. pic.twitter.com/LnczTpT2aL
— President Biden (@POTUS) June 1, 2022",401928,2022-06-01 07:17,"这 不是 拍电影 ， 也 不是 Saturday   Night   Live 这 几个 是 韩裔 美国 人 么 ？ 否则 我 不 理解 白宫 接见 的 意义 
 
 Clairen   发表 于   2022 - 06 - 01   07 : 08 
 美国 是 移民 国家 ， 他们 是 全球 著名 的 k - pop   乐队 ， 在 美国 年轻人 里 的 接受度 高 ， 做 为 名人 给 这种 社会 现象 发声 ， 没 问题"
93399199,HR,Chats,False,这不是拍电影，也不是Saturday Night Live,"系统提示：若遇到视频无法播放请点击下方链接
https://www.youtube.com/embed/O-A8Pz6n0pY?showinfo=0",281181,93399149,这不是拍电影，也不是Saturday Night Live,"
https://twitter.com/potus/status/1531843043678208000?s=21&t=Q9beRBy3zJEGH-qGpyvi5w


It was great to meet with you, @bts_bighit. Thanks for all you’re doing to raise awareness around the rise in anti-Asian hate crimes and discrimination.

I look forward to sharing more of our conversation soon. pic.twitter.com/LnczTpT2aL
— President Biden (@POTUS) June 1, 2022",401928,2022-06-01 07:23,"这 不是 拍电影 ， 也 不是 Saturday   Night   Live 系统 提示 ： 若 遇到 视频 无法 播放 请 点击 下方 链接 
 https : / / www . youtube . com / embed / O - A8Pz6n0pY ? showinfo = 0"
93399434,HR,Chats,False,这不是拍电影，也不是Saturday Night Live,"这几个是韩裔美国人么？否则我不理解白宫接见的意义

Clairen 发表于 2022-06-01 07:08
做为Asian 名人，
可以，
如果是个白人乐队，就有些违和了",399613,93399149,这不是拍电影，也不是Saturday Night Live,"
https://twitter.com/potus/status/1531843043678208000?s=21&t=Q9beRBy3zJEGH-qGpyvi5w


It was great to meet with you, @bts_bighit. Thanks for all you’re doing to raise awareness around the rise in anti-Asian hate crimes and discrimination.

I look forward to sharing more of our conversation soon. pic.twitter.com/LnczTpT2aL
— President Biden (@POTUS) June 1, 2022",401928,2022-06-01 08:13,"这 不是 拍电影 ， 也 不是 Saturday   Night   Live 这 几个 是 韩裔 美国 人 么 ？ 否则 我 不 理解 白宫 接见 的 意义 
 
 Clairen   发表 于   2022 - 06 - 01   07 : 08 
 做 为 Asian   名人 ， 
 可以 ， 
 如果 是 个 白人 乐队 ， 就 有些 违和 了"
93399465,HR,Chats,False,这不是拍电影，也不是Saturday Night Live,我的天，总统还有这日程,447463,93399149,这不是拍电影，也不是Saturday Night Live,"
https://twitter.com/potus/status/1531843043678208000?s=21&t=Q9beRBy3zJEGH-qGpyvi5w


It was great to meet with you, @bts_bighit. Thanks for all you’re doing to raise awareness around the rise in anti-Asian hate crimes and discrimination.

I look forward to sharing more of our conversation soon. pic.twitter.com/LnczTpT2aL
— President Biden (@POTUS) June 1, 2022",401928,2022-06-01 08:21,这 不是 拍电影 ， 也 不是 Saturday   Night   Live 我 的 天 ， 总统 还有 这 日程
93399530,HR,Chats,False,这不是拍电影，也不是Saturday Night Live,现在美国女性审美是抛弃四肢发达头脑简单的传统肌肉男啦？,251260,93399149,这不是拍电影，也不是Saturday Night Live,"
https://twitter.com/potus/status/1531843043678208000?s=21&t=Q9beRBy3zJEGH-qGpyvi5w


It was great to meet with you, @bts_bighit. Thanks for all you’re doing to raise awareness around the rise in anti-Asian hate crimes and discrimination.

I look forward to sharing more of our conversation soon. pic.twitter.com/LnczTpT2aL
— President Biden (@POTUS) June 1, 2022",401928,2022-06-01 08:33,这 不是 拍电影 ， 也 不是 Saturday   Night   Live 现在 美国 女性 审美 是 抛弃 四肢发达 头脑 简单 的 传统 肌肉男 啦 ？
93399541,HR,Chats,False,这不是拍电影，也不是Saturday Night Live,昨天是AAPI heritage month最后一天，给亚裔发声吧。虽然我对K-pop完全无感，而且根本不能tell who is who，这些人在我看来长得差不多。,34347,93399149,这不是拍电影，也不是Saturday Night Live,"
https://twitter.com/potus/status/1531843043678208000?s=21&t=Q9beRBy3zJEGH-qGpyvi5w


It was great to meet with you, @bts_bighit. Thanks for all you’re doing to raise awareness around the rise in anti-Asian hate crimes and discrimination.

I look forward to sharing more of our conversation soon. pic.twitter.com/LnczTpT2aL
— President Biden (@POTUS) June 1, 2022",401928,2022-06-01 08:37,这 不是 拍电影 ， 也 不是 Saturday   Night   Live 昨天 是 AAPI   heritage   month 最后 一天 ， 给 亚裔 发声 吧 。 虽然 我 对 K - pop 完全 无感 ， 而且 根本 不能 tell   who   is   who ， 这些 人 在我看来 长得 差不多 。
93399130,HR,Chats,True,都什么事情要征求HOA许可,"
看装solar penal 要问HOA，院子里砍树/种树要问HOA, 还有啥project需要先问问HOA的。院子里开一块地种菜呢？把garden bed弄成草坪呢？downspout 接管子改道呢？",434604,93399130,都什么事情要征求HOA许可,,,2022-06-01 07:00,"都 什么 事情 要 征求 HOA 许可 
 看装 solar   penal   要 问 HOA ， 院子 里 砍树 / 种树 要 问 HOA ,   还有 啥 project 需要 先 问问 HOA 的 。 院子 里开 一块 地 种菜 呢 ？ 把 garden   bed 弄成 草坪 呢 ？ downspout   接管 子 改道 呢 ？"
93399203,HR,Chats,False,都什么事情要征求HOA许可,"回复 1楼Bigridge的帖子

好像不同的HOA有不同 的规定，我当年住的区，那个HOA连地上铺的石头或砖的颜色，临街窗帘的颜色和面料，都有规定 ，甚至请哪个Landscape 公司都必须请在它推荐的名单上的，否则别想过关。一句话，远离HOA！",429654,93399130,都什么事情要征求HOA许可,"
看装solar penal 要问HOA，院子里砍树/种树要问HOA, 还有啥project需要先问问HOA的。院子里开一块地种菜呢？把garden bed弄成草坪呢？downspout 接管子改道呢？",434604,2022-06-01 07:23,"都 什么 事情 要 征求 HOA 许可 回复   1 楼 Bigridge 的 帖子 
 
 好像 不同 的 HOA 有 不同   的 规定 ， 我 当年 住 的 区 ， 那个 HOA 连地 上铺 的 石头 或 砖 的 颜色 ， 临街 窗帘 的 颜色 和 面料 ， 都 有 规定   ， 甚至 请 哪个 Landscape   公司 都 必须 请 在 它 推荐 的 名单 上 的 ， 否则 别想 过关 。 一句 话 ， 远离 HOA ！"
93399303,HR,Chats,False,都什么事情要征求HOA许可,有的HOA种在花盆里的菜都不让摆院子里，只能摆阳台上.,291261,93399130,都什么事情要征求HOA许可,"
看装solar penal 要问HOA，院子里砍树/种树要问HOA, 还有啥project需要先问问HOA的。院子里开一块地种菜呢？把garden bed弄成草坪呢？downspout 接管子改道呢？",434604,2022-06-01 07:45,都 什么 事情 要 征求 HOA 许可 有 的 HOA 种 在 花盆里 的 菜 都 不让 摆 院子 里 ， 只能 摆 阳台 上 .
93399386,HR,Chats,False,都什么事情要征求HOA许可,Hoa的policy 上肯定写了，去查查或者打电话问问。既然买了带HOA的房，那就遵循规则，对自己对左邻右舍都好。,427582,93399130,都什么事情要征求HOA许可,"
看装solar penal 要问HOA，院子里砍树/种树要问HOA, 还有啥project需要先问问HOA的。院子里开一块地种菜呢？把garden bed弄成草坪呢？downspout 接管子改道呢？",434604,2022-06-01 08:02,都 什么 事情 要 征求 HOA 许可 Hoa 的 policy   上 肯定 写 了 ， 去 查查 或者 打电话 问问 。 既然 买 了 带 HOA 的 房 ， 那 就 遵循 规则 ， 对 自己 对 左邻右舍 都 好 。
93399399,HR,Chats,False,都什么事情要征求HOA许可,管这么多？我们搬进来的时候，好像有一本几十上百页的文件，我看着就头大，想着一时也没啥事，就没看。哪天要拿出来仔细读读了，有像我一样不喜欢读这些条条框框的吗😔,434604,93399130,都什么事情要征求HOA许可,"
看装solar penal 要问HOA，院子里砍树/种树要问HOA, 还有啥project需要先问问HOA的。院子里开一块地种菜呢？把garden bed弄成草坪呢？downspout 接管子改道呢？",434604,2022-06-01 08:04,都 什么 事情 要 征求 HOA 许可 管 这么 多 ？ 我们 搬进 来 的 时候 ， 好像 有 一本 几十 上 百页 的 文件 ， 我 看着 就 头 大 ， 想着 一时 也 没 啥事 ， 就 没 看 。 哪天 要 拿 出来 仔细 读读 了 ， 有 像 我 一样 不 喜欢 读 这些 条条框框 的 吗 😔
93399468,HR,Chats,False,都什么事情要征求HOA许可,管的很多 而且你碰到那些事儿妈白皮猪看你不爽就找你茬。你会发现奶奶的这房子到底是不是你买的。美国人也很讨厌HOA。新时代的垃圾玩意儿。忽悠你让你觉得保护你，更多是找你麻烦 让你花钱并不觉得享受。以前一年800朵 ，还没事假公济私。垃圾大于实在。都是白人再弄。小团体溜溜的,341665,93399130,都什么事情要征求HOA许可,"
看装solar penal 要问HOA，院子里砍树/种树要问HOA, 还有啥project需要先问问HOA的。院子里开一块地种菜呢？把garden bed弄成草坪呢？downspout 接管子改道呢？",434604,2022-06-01 08:21,都 什么 事情 要 征求 HOA 许可 管 的 很多   而且 你 碰到 那些 事儿 妈 白皮 猪 看 你 不爽 就 找 你 茬 。 你 会 发现 奶奶 的 这 房子 到底 是不是 你 买 的 。 美国 人 也 很 讨厌 HOA 。 新 时代 的 垃圾 玩意儿 。 忽悠 你 让 你 觉得 保护 你 ， 更 多 是 找 你 麻烦   让 你 花钱 并 不 觉得 享受 。 以前 一年 800 朵   ， 还 没事 假公济私 。 垃圾 大于 实在 。 都 是 白人 再 弄 。 小团体 溜溜 的
93399476,HR,Chats,False,都什么事情要征求HOA许可,任何在外面看见的，有关系的都要问他们,366665,93399130,都什么事情要征求HOA许可,"
看装solar penal 要问HOA，院子里砍树/种树要问HOA, 还有啥project需要先问问HOA的。院子里开一块地种菜呢？把garden bed弄成草坪呢？downspout 接管子改道呢？",434604,2022-06-01 08:22,都 什么 事情 要 征求 HOA 许可 任何 在 外面 看见 的 ， 有 关系 的 都 要 问 他们
93399478,HR,Chats,False,都什么事情要征求HOA许可,"看装solar penal 要问HOA，院子里砍树/种树要问HOA, 还有啥project需要先问问HOA的。院子里开一块地种菜呢？把garden bed弄成草坪呢？downspout 接管子改道呢？



Bigridge 发表于 2022-06-01 07:00
有一点，在前院的事情有可能
影响到房子观感的
一般都要限制",399613,93399130,都什么事情要征求HOA许可,"
看装solar penal 要问HOA，院子里砍树/种树要问HOA, 还有啥project需要先问问HOA的。院子里开一块地种菜呢？把garden bed弄成草坪呢？downspout 接管子改道呢？",434604,2022-06-01 08:23,"都 什么 事情 要 征求 HOA 许可 看装 solar   penal   要 问 HOA ， 院子 里 砍树 / 种树 要 问 HOA ,   还有 啥 project 需要 先 问问 HOA 的 。 院子 里开 一块 地 种菜 呢 ？ 把 garden   bed 弄成 草坪 呢 ？ downspout   接管 子 改道 呢 ？ 
 
 
 
 Bigridge   发表 于   2022 - 06 - 01   07 : 00 
 有 一点 ， 在 前院 的 事情 有 可能 
 影响 到 房子 观感 的 
 一般 都 要 限制"
93399480,HR,Chats,False,都什么事情要征求HOA许可,"管这么多？我们搬进来的时候，好像有一本几十上百页的文件，我看着就头大，想着一时也没啥事，就没看。哪天要拿出来仔细读读了，有像我一样不喜欢读这些条条框框的吗😔

Bigridge 发表于 2022-06-01 08:04
很多事情
不需要读，
用 common sense",399613,93399130,都什么事情要征求HOA许可,"
看装solar penal 要问HOA，院子里砍树/种树要问HOA, 还有啥project需要先问问HOA的。院子里开一块地种菜呢？把garden bed弄成草坪呢？downspout 接管子改道呢？",434604,2022-06-01 08:23,"都 什么 事情 要 征求 HOA 许可 管 这么 多 ？ 我们 搬进 来 的 时候 ， 好像 有 一本 几十 上 百页 的 文件 ， 我 看着 就 头 大 ， 想着 一时 也 没 啥事 ， 就 没 看 。 哪天 要 拿 出来 仔细 读读 了 ， 有 像 我 一样 不 喜欢 读 这些 条条框框 的 吗 😔 
 
 Bigridge   发表 于   2022 - 06 - 01   08 : 04 
 很多 事情 
 不 需要 读 ， 
 用   common   sense"
93399502,HR,Chats,False,都什么事情要征求HOA许可,改变外观的事，一般都要HOA批准。,42715,93399130,都什么事情要征求HOA许可,"
看装solar penal 要问HOA，院子里砍树/种树要问HOA, 还有啥project需要先问问HOA的。院子里开一块地种菜呢？把garden bed弄成草坪呢？downspout 接管子改道呢？",434604,2022-06-01 08:26,都 什么 事情 要 征求 HOA 许可 改变 外观 的 事 ， 一般 都 要 HOA 批准 。
